champion,current_total_games,current_top_games,current_jng_games,current_mid_games,current_bot_games,current_sup_games,current_top_rate,current_jng_rate,current_mid_rate,current_bot_rate,current_sup_rate,current_possible_roles,current_possible_role_count,current_is_flex,latest_patch,current_patch_total_games,current_patch_top_games,current_patch_jng_games,current_patch_mid_games,current_patch_bot_games,current_patch_sup_games,current_patch_top_rate,current_patch_jng_rate,current_patch_mid_rate,current_patch_bot_rate,current_patch_sup_rate
Wukong,69,0,69,0,0,0,0.0,1.0,0.0,0.0,0.0,"[""jng""]",1,False,16.16,11,0,11,0,0,0,0.0,1.0,0.0,0.0,0.0
Xayah,28,0,0,0,28,0,0.0,0.0,0.0,1.0,0.0,"[""bot""]",1,False,16.16,4,0,0,0,4,0,0.0,0.0,0.0,1.0,0.0
Xin Zhao,134,0,134,0,0,0,0.0,1.0,0.0,0.0,0.0,"[""jng""]",1,False,16.16,9,0,9,0,0,0,0.0,1.0,0.0,0.0,0.0
Yone,26,0,0,26,0,0,0.0,0.0,1.0,0.0,0.0,"[""mid""]",1,False,16.16,2,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0
Yorick,47,47,0,0,0,0,1.0,0.0,0.0,0.0,0.0,"[""top""]",1,False,16.16,6,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Yunara,116,0,0,0,116,0,0.0,0.0,0.0,1.0,0.0,"[""bot""]",1,False,16.16,16,0,0,0,16,0,0.0,0.0,0.0,1.0,0.0
Yuumi,13,0,0,0,0,13,0.0,0.0,0.0,0.0,1.0,"[""sup""]",1,False,16.16,5,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0
Zaahen,39,35,4,0,0,0,0.8974358974358975,0.10256410256410256,0.0,0.0,0.0,"[""top"", ""jng""]",2,True,16.16,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
Zac,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,[],0,False,16.16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Zed,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,[],0,False,16.16,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
Zeri,9,0,0,0,9,0,0.0,0.0,0.0,1.0,0.0,"[""bot""]",1,False,16.16,4,0,0,0,4,0,0.0,0.0,0.0,1.0,0.0
Ziggs,38,0,0,3,35,0,0.0,0.0,0.07894736842105263,0.9210526315789473,0.0,"[""bot""]",1,False,16.16,4,0,0,0,4,0,0.0,0.0,0.0,1.0,0.0
Zoe,12,0,0,12,0,0,0.0,0.0,1.0,0.0,0.0,"[""mid""]",1,False,16.16,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
Zyra,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,[],0,False,16.16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
