game_id,series_id,game_number,date,patch,side,team,champion,pick_index,champion_games_before,champion_wins_before,champion_win_rate_before,champion_patch_games_before,champion_patch_win_rate_before,team_champion_games_before,team_champion_win_rate_before,picked_side_won
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,BLUE,KT Rolster,Thresh,3,0,0,,0,,0,,1
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,BLUE,KT Rolster,Rek'Sai,4,0,0,,0,,0,,1
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,BLUE,KT Rolster,Zoe,5,0,0,,0,,0,,1
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,RED,DN SOOPers,Ambessa,1,0,0,,0,,0,,0
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,RED,DN SOOPers,Nocturne,2,0,0,,0,,0,,0
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,RED,DN SOOPers,Ziggs,3,0,0,,0,,0,,0
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,RED,DN SOOPers,Aurora,4,0,0,,0,,0,,0
LOLTMNT03_337081,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,3,2026-01-14 09:54:54+00:00,16.01,RED,DN SOOPers,Rell,5,0,0,,0,,0,,0
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,BLUE,Dplus Kia,Jarvan IV,1,1,1,1.0,1,1.0,0,,1
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,BLUE,Dplus Kia,Ryze,2,1,1,1.0,1,1.0,0,,1
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,BLUE,Dplus Kia,Ambessa,3,1,0,0.0,1,0.0,0,,1
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,BLUE,Dplus Kia,Karma,4,0,0,,0,,0,,1
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,BLUE,Dplus Kia,Ezreal,5,0,0,,0,,0,,1
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,RED,HANJIN BRION,Neeko,1,0,0,,0,,0,,0
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,RED,HANJIN BRION,Xin Zhao,2,0,0,,0,,0,,0
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,RED,HANJIN BRION,Taliyah,3,1,0,0.0,1,0.0,0,,0
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,RED,HANJIN BRION,Yunara,4,1,0,0.0,1,0.0,0,,0
LOLTMNT03_337109,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,2026-01-14 11:22:18+00:00,16.01,RED,HANJIN BRION,Rek'Sai,5,1,1,1.0,1,1.0,0,,0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,BLUE,Dplus Kia,Rumble,1,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,BLUE,Dplus Kia,Pantheon,2,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,BLUE,Dplus Kia,LeBlanc,3,0,0,,0,,0,,1
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,BLUE,Dplus Kia,Bard,4,0,0,,0,,0,,1
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,BLUE,Dplus Kia,Sivir,5,0,0,,0,,0,,1
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,RED,HANJIN BRION,Orianna,1,0,0,,0,,0,,0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,RED,HANJIN BRION,Nocturne,2,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,RED,HANJIN BRION,K'Sante,3,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,RED,HANJIN BRION,Jhin,4,0,0,,0,,0,,0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,RED,HANJIN BRION,Elise,5,0,0,,0,,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,BLUE,Kiwoom DRX,Yunara,1,2,0,0.0,2,0.0,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,BLUE,Kiwoom DRX,Xin Zhao,2,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,BLUE,Kiwoom DRX,Orianna,3,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,BLUE,Kiwoom DRX,Alistar,4,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,BLUE,Kiwoom DRX,Kennen,5,0,0,,0,,0,,0
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,RED,Gen.G,Azir,1,0,0,,0,,0,,1
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,RED,Gen.G,Pantheon,2,2,2,1.0,2,1.0,0,,1
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,RED,Gen.G,Corki,3,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,RED,Gen.G,Renekton,4,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336244,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,2026-01-15 08:05:23+00:00,16.01,RED,Gen.G,Nami,5,0,0,,0,,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,BLUE,Gen.G,Ryze,1,2,2,1.0,2,1.0,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,BLUE,Gen.G,Ambessa,2,2,1,0.5,2,0.5,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,BLUE,Gen.G,Wukong,3,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,BLUE,Gen.G,Ezreal,4,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,BLUE,Gen.G,Leona,5,0,0,,0,,0,,1
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,RED,Kiwoom DRX,Cassiopeia,1,0,0,,0,,0,,0
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,RED,Kiwoom DRX,Jarvan IV,2,2,2,1.0,2,1.0,0,,0
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,RED,Kiwoom DRX,Bard,3,1,1,1.0,1,1.0,0,,0
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,RED,Kiwoom DRX,Sion,4,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336246,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,2,2026-01-15 08:56:47+00:00,16.01,RED,Kiwoom DRX,Jhin,5,1,0,0.0,1,0.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,BLUE,Nongshim RedForce,Malphite,1,1,0,0.0,1,0.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,BLUE,Nongshim RedForce,Aphelios,2,1,1,1.0,1,1.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,BLUE,Nongshim RedForce,Taliyah,3,2,0,0.0,2,0.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,BLUE,Nongshim RedForce,Sion,4,2,0,0.0,2,0.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,BLUE,Nongshim RedForce,Karma,5,1,1,1.0,1,1.0,0,,0
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,RED,BNK FEARX,Yunara,1,3,0,0.0,3,0.0,0,,1
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,RED,BNK FEARX,Nautilus,2,0,0,,0,,0,,1
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,RED,BNK FEARX,Ahri,3,1,1,1.0,1,1.0,0,,1
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,RED,BNK FEARX,Lulu,4,0,0,,0,,0,,1
LOLTMNT03_337298,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,2026-01-15 10:15:24+00:00,16.01,RED,BNK FEARX,Rek'Sai,5,2,1,0.5,2,0.5,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,BLUE,BNK FEARX,Neeko,1,1,0,0.0,1,0.0,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,BLUE,BNK FEARX,Pantheon,2,3,3,1.0,3,1.0,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,BLUE,BNK FEARX,Ezreal,3,2,2,1.0,2,1.0,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,BLUE,BNK FEARX,Sylas,4,1,1,1.0,1,1.0,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,BLUE,BNK FEARX,Kennen,5,1,0,0.0,1,0.0,0,,1
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,RED,Nongshim RedForce,Orianna,1,2,0,0.0,2,0.0,0,,0
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,RED,Nongshim RedForce,Varus,2,0,0,,0,,0,,0
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,RED,Nongshim RedForce,Alistar,3,2,0,0.0,2,0.0,0,,0
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,RED,Nongshim RedForce,Renekton,4,2,2,1.0,2,1.0,0,,0
LOLTMNT03_337304,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,2,2026-01-15 11:14:42+00:00,16.01,RED,Nongshim RedForce,Wukong,5,2,2,1.0,2,1.0,0,,0
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,BLUE,Dplus Kia,K'Sante,1,2,0,0.0,2,0.0,0,,1
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,BLUE,Dplus Kia,Ryze,2,3,3,1.0,3,1.0,1,1.0,1
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,BLUE,Dplus Kia,Yunara,3,4,1,0.25,4,0.25,0,,1
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,BLUE,Dplus Kia,Ambessa,4,3,2,0.6666666666666666,3,0.6666666666666666,1,1.0,1
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,BLUE,Dplus Kia,Lulu,5,1,1,1.0,1,1.0,0,,1
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,RED,DN SOOPers,Rumble,1,2,2,1.0,2,1.0,1,1.0,0
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,RED,DN SOOPers,Wukong,2,3,2,0.6666666666666666,3,0.6666666666666666,1,1.0,0
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,RED,DN SOOPers,Taliyah,3,3,0,0.0,3,0.0,0,,0
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,RED,DN SOOPers,Corki,4,2,2,1.0,2,1.0,1,1.0,0
LOLTMNT03_336495,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,1,2026-01-16 08:05:40+00:00,16.01,RED,DN SOOPers,Nami,5,1,1,1.0,1,1.0,0,,0
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,BLUE,Dplus Kia,Varus,1,1,0,0.0,1,0.0,0,,1
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,BLUE,Dplus Kia,Xin Zhao,2,2,0,0.0,2,0.0,0,,1
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,BLUE,Dplus Kia,Gwen,3,0,0,,0,,0,,1
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,BLUE,Dplus Kia,Ekko,4,0,0,,0,,0,,1
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,BLUE,Dplus Kia,Rakan,5,0,0,,0,,0,,1
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,RED,DN SOOPers,Jarvan IV,1,3,2,0.6666666666666666,3,0.6666666666666666,0,,0
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,RED,DN SOOPers,Sion,2,3,0,0.0,3,0.0,1,0.0,0
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,RED,DN SOOPers,Syndra,3,0,0,,0,,0,,0
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,RED,DN SOOPers,Ashe,4,1,0,0.0,1,0.0,1,0.0,0
LOLTMNT03_336502,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,2,2026-01-16 08:53:11+00:00,16.01,RED,DN SOOPers,Braum,5,1,1,1.0,1,1.0,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,BLUE,T1,Ryze,1,4,4,1.0,4,1.0,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,BLUE,T1,Pantheon,2,4,4,1.0,4,1.0,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,BLUE,T1,Ambessa,3,4,3,0.75,4,0.75,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,BLUE,T1,Lucian,4,1,1,1.0,1,1.0,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,BLUE,T1,Milio,5,0,0,,0,,0,,0
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,RED,Hanwha Life Esports,Rumble,1,3,2,0.6666666666666666,3,0.6666666666666666,0,,1
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,RED,Hanwha Life Esports,Vi,2,0,0,,0,,0,,1
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,RED,Hanwha Life Esports,Taliyah,3,4,0,0.0,4,0.0,0,,1
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,RED,Hanwha Life Esports,Corki,4,3,2,0.6666666666666666,3,0.6666666666666666,0,,1
LOLTMNT03_337590,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,1,2026-01-16 10:08:16+00:00,16.01,RED,Hanwha Life Esports,Alistar,5,3,0,0.0,3,0.0,0,,1
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,BLUE,Hanwha Life Esports,Aurora,1,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,BLUE,Hanwha Life Esports,Wukong,2,4,2,0.5,4,0.5,0,,0
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,BLUE,Hanwha Life Esports,Rakan,3,1,1,1.0,1,1.0,0,,0
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,BLUE,Hanwha Life Esports,Gnar,4,0,0,,0,,0,,0
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,BLUE,Hanwha Life Esports,Ziggs,5,1,0,0.0,1,0.0,0,,0
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,RED,T1,Aphelios,1,2,1,0.5,2,0.5,0,,1
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,RED,T1,Xin Zhao,2,3,1,0.3333333333333333,3,0.3333333333333333,0,,1
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,RED,T1,Lulu,3,2,2,1.0,2,1.0,0,,1
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,RED,T1,K'Sante,4,3,1,0.3333333333333333,3,0.3333333333333333,0,,1
LOLTMNT03_336511,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,2,2026-01-16 11:07:37+00:00,16.01,RED,T1,Sylas,5,2,2,1.0,2,1.0,0,,1
LOLTMNT03_337603,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,3,2026-01-16 11:56:34+00:00,16.01,BLUE,T1,Bard,1,2,1,0.5,2,0.5,0,,1
LOLTMNT03_337603,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,3,2026-01-16 11:56:34+00:00,16.01,BLUE,T1,Orianna,2,3,0,0.0,3,0.0,0,,1
LOLTMNT03_337603,LCK_20260116_Hanwha_Life_Esports_vs_T1_S1,3,2026-01-16 11:56:34+00:00,16.01,BLUE,T1,Nocturne,3,2,0,0.0,2,0.0,0,,1
